origin,destination,departure_date,flight_route_number,customer
IND,LAS,5/19/2016,546,5497
OMA,PHX,5/26/2016,443,5497
LAX,PDX,5/12/2016,12,5497
LAS,PHX,5/4/2016,487,5497
SEA,MDW,5/1/2016,506,5497
SAN,LAS,5/26/2016,516,5497
BNA,RDU,5/10/2016,384,5497
PHX,MKE,5/25/2016,547,5497
ALB,BWI,5/4/2016,221,5497
BWI,SAN,5/7/2016,118,5497
RNO,LAS,5/13/2016,534,5497
LAX,SMF,5/30/2016,462,5497
SAN,PHX,5/22/2016,635,5497
LAX,PHX,5/31/2016,574,5497
STL,DAL,5/18/2016,46,5497
BWI,LAS,5/17/2016,388,5497
CRP,HOU,5/8/2016,255,5497
PHX,SNA,5/6/2016,438,5498
FLL,BWI,5/2/2016,150,5498
BUF,MDW,5/11/2016,294,5498
LAS,SAN,5/19/2016,150,5498
RDU,BWI,5/23/2016,303,5498
BWI,LAX,5/31/2016,598,5498
EWR,MCO,5/28/2016,381,5498
ABQ,HOU,5/11/2016,309,5498
TPA,CMH,5/19/2016,236,5498
MEM,MDW,5/21/2016,420,5498
LAS,MDW,5/1/2016,629,5499
BNA,JAX,5/26/2016,499,5499
TPA,IND,5/24/2016,262,5499
TUL,DAL,5/3/2016,218,5499
DEN,DAL,5/20/2016,426,5499
CMH,FLL,5/18/2016,425,5499
MSY,DAL,5/8/2016,444,5499
DEN,LGA,5/6/2016,188,5499
SJC,DEN,5/9/2016,444,5499
HOU,MDW,5/3/2016,328,5499
BWI,BDL,5/24/2016,618,5499
LAS,LAX,5/13/2016,48,5499
BWI,JAX,5/23/2016,48,5499
BDL,FLL,5/30/2016,334,5499
STL,TPA,5/1/2016,21,5499
HOU,CUN,5/11/2016,419,5499
ATL,LGA,5/18/2016,390,5499
DAL,LAX,5/11/2016,134,5500
MSY,HOU,5/16/2016,498,5500
SAT,STL,5/4/2016,491,5500
PHX,SNA,5/6/2016,150,5500
PIT,DAL,5/11/2016,89,5501
RSW,MDW,5/11/2016,266,5501
PHX,ELP,5/25/2016,475,5501
DCA,MDW,5/25/2016,244,5501
CMH,BWI,5/10/2016,15,5501
MCO,PIT,5/5/2016,20,5501
CHS,BWI,5/11/2016,347,5501
OAK,LAX,5/22/2016,21,5501
CUN,BWI,5/6/2016,120,5501
DEN,STL,5/2/2016,154,5501
HOU,MSY,5/29/2016,65,5502
RNO,SAN,5/8/2016,514,5502
LAX,OAK,5/29/2016,526,5502
MDW,MCI,5/23/2016,615,5502
BUR,PHX,5/20/2016,148,5502
DEN,ABQ,5/29/2016,413,5502
DEN,PHX,5/13/2016,162,5502
PHX,SMF,5/12/2016,444,5502
MDW,CHS,5/12/2016,312,5502
SJC,BUR,5/5/2016,343,5502
MDW,STL,5/19/2016,563,5502
MSY,BNA,5/1/2016,19,5502
LAX,ELP,5/4/2016,81,5502
SMF,PDX,5/2/2016,190,5502
MCO,BUF,5/17/2016,211,5502
DAL,DEN,5/2/2016,298,5502
RNO,LAS,5/22/2016,190,5502
PHX,BWI,5/22/2016,634,5502
TUS,LAX,5/15/2016,103,5502
DEN,BDL,5/23/2016,486,5502
SJC,LAX,5/6/2016,261,5503
SNA,HOU,5/17/2016,157,5503
DAL,ELP,5/3/2016,6,5503
IND,BOS,5/15/2016,398,5503
HOU,TUL,5/3/2016,414,5503
DAL,LGA,5/27/2016,320,5503
OMA,MDW,5/12/2016,446,5503
PHX,SMF,5/2/2016,442,5503
LAS,BNA,5/6/2016,480,5503
SFO,SNA,5/27/2016,106,5506
BOS,DEN,5/24/2016,154,5506
LAS,TUS,5/29/2016,510,5507
RNO,LAX,5/22/2016,514,5507
OKC,HOU,5/17/2016,233,5507
OAK,LAS,5/18/2016,68,5507
SDF,TPA,5/21/2016,501,5507
LAS,RNO,5/28/2016,196,5507
SJC,PHX,5/30/2016,78,5507
LAS,MDW,5/12/2016,560,5508
DEN,RDU,5/1/2016,489,5508
DAL,AMA,5/12/2016,2,5508
SJC,LAS,5/23/2016,643,5508
SNA,LAS,5/26/2016,520,5508
LAS,SFO,5/25/2016,98,5508
HOU,HRL,5/2/2016,45,5508
DEN,MSY,5/28/2016,624,5508
BUR,LAS,5/14/2016,343,5508
ATL,GSP,5/21/2016,288,5508
SNA,LAS,5/30/2016,313,5508
OKC,HOU,5/12/2016,515,5508
DCA,DAL,5/9/2016,508,5508
SFO,LAX,5/16/2016,30,5508
SAN,OAK,5/1/2016,363,5508
OAK,SAN,5/17/2016,516,5508
LAX,MDW,5/18/2016,590,5508
BOS,BNA,5/22/2016,334,5508
PHX,OAK,5/16/2016,185,5508
BNA,MSY,5/30/2016,376,5508
DAL,CHS,5/30/2016,239,5508
OKC,LAS,5/31/2016,438,5508
PHX,DEN,5/27/2016,585,5508
DEN,CMH,5/13/2016,448,5508
OKC,HOU,5/6/2016,513,5508
MDW,PVD,5/15/2016,412,5508
ORF,BWI,5/30/2016,230,5508
MDW,SNA,5/30/2016,232,5508
BNA,MDW,5/8/2016,499,5509
BNA,DTW,5/17/2016,427,5509
DAL,OAK,5/30/2016,640,5509
ONT,PHX,5/20/2016,448,5509
DCA,MDW,5/19/2016,518,5509
MCO,MKE,5/27/2016,475,5509
SEA,DAL,5/9/2016,546,5509
FLL,DAL,5/7/2016,536,5509
LAS,STL,5/14/2016,166,5509
STL,LAS,5/27/2016,593,5509
FLL,TPA,5/22/2016,13,5509
RDU,LAS,5/12/2016,482,5511
STL,MDW,5/18/2016,563,5511
OMA,MDW,5/21/2016,443,5511
MDW,PUJ,5/8/2016,230,5511
DAL,DEN,5/20/2016,646,5511
MDW,BDL,5/3/2016,208,5511
SAN,SJC,5/30/2016,354,5512
FLL,ATL,5/7/2016,291,5512
PHX,ONT,5/3/2016,207,5512
BUF,MDW,5/28/2016,642,5512
SLC,PHX,5/9/2016,388,5512
SMF,LAX,5/9/2016,75,5512
BWI,ATL,5/4/2016,51,5513
TPA,PVD,5/3/2016,178,5513
BWI,ISP,5/24/2016,407,5513
OAK,ONT,5/3/2016,555,5513
HOU,BHM,5/11/2016,318,5513
MSY,LAX,5/13/2016,481,5513
PDX,MDW,5/10/2016,104,5513
STL,EWR,5/7/2016,309,5513
MCI,TPA,5/7/2016,19,5513
HOU,IND,5/23/2016,472,5513
STL,MDW,5/23/2016,294,5513
MDW,SAN,5/3/2016,588,5513
MCO,BWI,5/2/2016,19,5515
RDU,LAS,5/18/2016,481,5515
HOU,OAK,5/25/2016,167,5515
MCO,CMH,5/25/2016,321,5515
ATL,LAX,5/7/2016,302,5515
OAK,GEG,5/4/2016,442,5515
SAN,DEN,5/10/2016,141,5515
LAS,PHX,5/17/2016,100,5515
OAK,HOU,5/9/2016,21,5515
STL,MCO,5/1/2016,481,5516
SAT,DAL,5/24/2016,1,5516
PHX,ONT,5/20/2016,645,5516
CLT,BWI,5/25/2016,27,5516
MCI,BOS,5/6/2016,155,5516
SAN,SJC,5/11/2016,429,5516
SEA,PHX,5/21/2016,547,5518
LAX,TUS,5/23/2016,187,5518
DAL,OKC,5/25/2016,5,5518
BWI,SDF,5/8/2016,39,5518
PVD,MCO,5/22/2016,466,5518
LBB,DAL,5/29/2016,403,5518
CMH,MDW,5/28/2016,360,5518
MDW,CMH,5/1/2016,436,5518
MCI,DEN,5/8/2016,9,5518
PDX,LAS,5/7/2016,624,5519
ISP,BWI,5/11/2016,163,5519
SAN,PHX,5/25/2016,487,5519
DEN,PDX,5/3/2016,625,5519
PHX,LAS,5/14/2016,316,5519
OAK,BUR,5/22/2016,425,5519
BOS,IND,5/5/2016,236,5519
PHX,LAS,5/28/2016,461,5519
DCA,HOU,5/1/2016,228,5519
BOS,CMH,5/5/2016,340,5519
DEN,BNA,5/14/2016,623,5519
MEX,HOU,5/9/2016,454,5519
MCI,MSY,5/8/2016,487,5519
AUS,ELP,5/11/2016,10,5520
STL,MCI,5/19/2016,129,5520
MCO,AUS,5/15/2016,316,5520
BWI,BUF,5/13/2016,401,5520
LAS,SDF,5/3/2016,259,5520
LAX,SFO,5/29/2016,145,5520
LAS,PHX,5/30/2016,101,5523
MDW,ABQ,5/4/2016,431,5523
PVD,BWI,5/26/2016,239,5523
DEN,LAS,5/25/2016,404,5523
DAL,LAX,5/18/2016,148,5523
MSY,LAS,5/13/2016,622,5523
MDW,CMH,5/4/2016,112,5523
MDW,PHL,5/16/2016,239,5523
PHX,SMF,5/31/2016,434,5524
HOU,CUN,5/28/2016,515,5524
DEN,MSY,5/25/2016,632,5524
AUS,DCA,5/25/2016,638,5524
BWI,ALB,5/14/2016,604,5524
AUS,DEN,5/12/2016,317,5524
RSW,MDW,5/20/2016,265,5524
PDX,SAN,5/29/2016,70,5525
MDW,DCA,5/5/2016,227,5525
MSY,DAL,5/17/2016,69,5525
MCI,ATL,5/17/2016,450,5525
LAS,CLE,5/2/2016,538,5525
BOS,MCI,5/1/2016,333,5525
SEA,STL,5/24/2016,103,5525
TPA,BWI,5/16/2016,306,5525
MCO,GRR,5/12/2016,353,5525
MCI,DAL,5/6/2016,195,5525
SJC,SEA,5/26/2016,103,5526
BUR,PHX,5/3/2016,467,5526
MDW,MCI,5/14/2016,306,5526
FLL,ATL,5/2/2016,468,5526
LAS,SEA,5/5/2016,139,5526
SNA,OAK,5/12/2016,297,5526
OAK,LAX,5/11/2016,252,5526
CMH,DCA,5/18/2016,425,5526
BUF,LAS,5/20/2016,639,5526
LGA,BNA,5/25/2016,119,5526
SEA,STL,5/15/2016,98,5526
CUN,DEN,5/14/2016,323,5527
DAL,SNA,5/24/2016,507,5527
SAN,SJC,5/19/2016,530,5527
STL,CMH,5/18/2016,492,5527
PHX,LAS,5/25/2016,487,5528
TPA,FLL,5/1/2016,459,5528
MDW,CLE,5/12/2016,322,5528
HRL,HOU,5/6/2016,45,5528
MDW,MCO,5/23/2016,321,5528
PNS,MDW,5/7/2016,344,5528
HOU,PHX,5/9/2016,629,5528
SNA,SMF,5/7/2016,526,5528
PHX,LAS,5/6/2016,271,5529
MDW,MSP,5/27/2016,530,5529
MSY,LAX,5/14/2016,568,5529
BHM,MCO,5/9/2016,224,5529
OAK,DEN,5/17/2016,580,5529
ALB,MCO,5/26/2016,599,5529
SAN,SMF,5/27/2016,75,5529
OMA,DCA,5/17/2016,330,5529
ATL,MSP,5/27/2016,83,5529
MCI,BNA,5/1/2016,332,5529
MDW,ATL,5/15/2016,505,5529
MCO,BUF,5/5/2016,209,5529
SAT,BWI,5/16/2016,221,5529
DEN,SFO,5/2/2016,12,5529
SAT,LAS,5/20/2016,376,5529
SNA,PDX,5/8/2016,482,5529
GRR,MDW,5/6/2016,266,5529
FLL,MSY,5/24/2016,165,5529
MHT,BWI,5/5/2016,203,5530
LAS,BUR,5/16/2016,290,5530
MDW,STL,5/10/2016,241,5531
BUR,LAS,5/9/2016,525,5531
MDW,SAT,5/28/2016,358,5531
SDF,BWI,5/28/2016,499,5531
MCO,BNA,5/24/2016,84,5531
ABQ,LAX,5/16/2016,42,5531
DEN,OMA,5/19/2016,508,5531
IND,BWI,5/25/2016,395,5531
CMH,MDW,5/18/2016,218,5531
DEN,MCI,5/20/2016,266,5531
MDW,BUF,5/29/2016,345,5531
DAL,HOU,5/14/2016,8,5531
HOU,STL,5/4/2016,97,5531
BNA,DCA,5/12/2016,229,5531
SMF,LAX,5/30/2016,286,5531
SMF,LAS,5/12/2016,540,5531
BOS,ATL,5/2/2016,83,5531
SJC,PHX,5/22/2016,55,5531
FLL,BUF,5/20/2016,576,5531
LAS,RNO,5/2/2016,522,5531
MDW,DEN,5/3/2016,435,5534
LAX,IND,5/10/2016,313,5534
PHX,SAN,5/9/2016,141,5534
AUS,DAL,5/13/2016,2,5534
OAK,SAN,5/30/2016,374,5534
SFO,LAX,5/1/2016,32,5534
LGA,HOU,5/26/2016,409,5534
LAS,SNA,5/13/2016,440,5534
SAN,LAS,5/19/2016,526,5534
SNA,LAS,5/5/2016,455,5534
OAK,ONT,5/15/2016,403,5534
ATL,MSY,5/10/2016,481,5534
DEN,STL,5/12/2016,578,5535
DCA,MKE,5/10/2016,364,5537
BWI,SLC,5/11/2016,538,5537
DAL,AMA,5/14/2016,7,5537
MCI,STL,5/4/2016,434,5539
SAN,LAS,5/14/2016,271,5539
PDX,SMF,5/5/2016,254,5539
DCA,FLL,5/29/2016,219,5539
DAL,SAT,5/26/2016,1,5539
BNA,FLL,5/28/2016,115,5539
BNA,DAL,5/24/2016,87,5539
DAL,ATL,5/26/2016,269,5539
MCI,BWI,5/19/2016,170,5539
HOU,OAK,5/2/2016,164,5539
DAL,HOU,5/4/2016,250,5539
DTW,LAS,5/4/2016,612,5539
AUS,MDW,5/30/2016,323,5539
PDX,PHX,5/24/2016,29,5539
BDL,RSW,5/11/2016,211,5540
DEN,SNA,5/11/2016,157,5540
HOU,BZE,5/9/2016,254,5540
SAN,SJC,5/2/2016,515,5540
DAL,BWI,5/22/2016,471,5540
MSY,AUS,5/22/2016,556,5540
DAL,SJC,5/4/2016,143,5540
DEN,PHX,5/28/2016,429,5540
BWI,ORF,5/26/2016,459,5540
PHX,ONT,5/28/2016,647,5540
LAS,SAN,5/16/2016,193,5540
PHX,ABQ,5/19/2016,39,5540
ISP,BWI,5/3/2016,480,5540
DAL,SAT,5/2/2016,498,5540
BWI,PIT,5/6/2016,141,5540
BWI,CLE,5/12/2016,214,5542
SAT,ATL,5/30/2016,497,5544
MCI,DEN,5/2/2016,320,5544
SFO,MDW,5/23/2016,642,5544
MDW,PHX,5/15/2016,585,5544
PVR,DEN,5/25/2016,114,5545
MDW,DCA,5/25/2016,227,5545
MDW,DAL,5/2/2016,503,5545
BOS,BWI,5/29/2016,609,5545
LAX,SJC,5/16/2016,58,5545
LAS,ABQ,5/6/2016,447,5545
LAS,MDW,5/3/2016,535,5545
PHX,IND,5/7/2016,386,5545
ONT,OAK,5/20/2016,73,5545
DEN,MSY,5/3/2016,630,5545
SAN,RNO,5/31/2016,314,5545
PHX,MSP,5/3/2016,342,5545
DEN,PHX,5/26/2016,623,5547
DAL,MCO,5/1/2016,543,5547
HOU,BWI,5/26/2016,459,5547
MDW,LAS,5/2/2016,476,5547
BUR,SFO,5/3/2016,417,5547
PHX,SAN,5/20/2016,270,5547
DEN,SEA,5/23/2016,197,5547
MCO,IND,5/10/2016,9,5547
ATL,RIC,5/18/2016,319,5547
AUS,MDW,5/12/2016,582,5547
ONT,SJC,5/11/2016,310,5547
CHS,DAL,5/4/2016,311,5547
MCO,PVD,5/24/2016,540,5547
CLE,BNA,5/8/2016,34,5547
OAK,ONT,5/26/2016,180,5548
MDW,LAS,5/6/2016,584,5548
PHX,BWI,5/14/2016,521,5548
SJC,LAX,5/16/2016,261,5548
DAL,HOU,5/6/2016,1,5548
BOS,BWI,5/2/2016,561,5548
DAL,FLL,5/13/2016,151,5548
PHL,STL,5/11/2016,583,5548
MDW,PDX,5/24/2016,561,5548
PIT,DEN,5/11/2016,462,5548
OAK,SEA,5/29/2016,68,5548
LAX,HOU,5/15/2016,43,5548
STL,DAL,5/18/2016,46,5548
STL,DAL,5/26/2016,189,5548
OAK,PDX,5/17/2016,356,5551
GRR,MDW,5/2/2016,265,5551
RDU,ATL,5/24/2016,64,5551
LAS,LAX,5/28/2016,530,5551
LAX,DAL,5/27/2016,335,5551
DEN,DAL,5/6/2016,426,5552
LAS,ONT,5/10/2016,458,5552
PHX,SEA,5/28/2016,162,5552
DEN,DAL,5/4/2016,548,5552
BWI,PWM,5/19/2016,305,5552
MAF,DAL,5/18/2016,5,5552
ALB,MDW,5/7/2016,596,5552
BOS,MKE,5/23/2016,118,5552
FLL,STL,5/8/2016,327,5552
SFO,SAN,5/22/2016,17,5552
ABQ,OAK,5/11/2016,310,5552
HOU,BOS,5/9/2016,164,5552
TPA,IND,5/22/2016,259,5552
PIT,RSW,5/28/2016,458,5552
IND,DEN,5/15/2016,392,5554
LAS,SDF,5/22/2016,356,5554
AUS,MDW,5/20/2016,322,5554
PHX,LAX,5/14/2016,156,5555
JAX,DEN,5/24/2016,404,5555
BNA,MDW,5/1/2016,415,5555
MCI,STL,5/25/2016,84,5555
MDW,OMA,5/29/2016,137,5555
HOU,OKC,5/15/2016,85,5555
FLL,TPA,5/22/2016,13,5555
ABQ,PHX,5/27/2016,335,5555
MDW,CLE,5/17/2016,228,5555
MDW,PHL,5/4/2016,239,5555
SAN,PDX,5/5/2016,367,5555
PHX,STL,5/3/2016,86,5555
ATL,PIT,5/16/2016,474,5555
MDW,CUN,5/17/2016,238,5556
BUF,MCO,5/20/2016,608,5556
ATL,DAL,5/28/2016,125,5556
DEN,FLL,5/9/2016,223,5556
MDW,MSP,5/25/2016,617,5556
BWI,MCO,5/4/2016,363,5556
SMF,DAL,5/5/2016,589,5556
MDW,PHX,5/3/2016,601,5559
HOU,PIT,5/30/2016,179,5559
DEN,TUL,5/12/2016,462,5559
ELP,AUS,5/13/2016,379,5559
MAF,HOU,5/23/2016,471,5559
LAS,SFO,5/15/2016,138,5559
PHL,ATL,5/19/2016,224,5559
SDF,BWI,5/18/2016,232,5560
BHM,MCO,5/17/2016,223,5560
BOS,MDW,5/22/2016,338,5560
TPA,PIT,5/21/2016,578,5560
MDW,SJC,5/29/2016,627,5560
OKC,DEN,5/23/2016,101,5560
PVD,BWI,5/28/2016,464,5560
CMH,PHX,5/23/2016,338,5560
HOU,SAT,5/10/2016,454,5560
BHM,MDW,5/30/2016,467,5560
PVR,DEN,5/13/2016,114,5560
ATL,TPA,5/12/2016,79,5560
BWI,STL,5/2/2016,39,5561
DAL,STL,5/20/2016,451,5561
MSY,STL,5/31/2016,348,5561
BWI,PVD,5/14/2016,418,5561
SFO,BUR,5/21/2016,280,5561
TUL,HOU,5/10/2016,462,5561
SAN,SJC,5/4/2016,428,5561
PHL,MDW,5/5/2016,384,5561
MDW,MSP,5/10/2016,531,5561
ATL,HOU,5/9/2016,97,5561
ATL,RIC,5/10/2016,320,5561
RDU,TPA,5/25/2016,307,5564
MHT,BWI,5/17/2016,328,5564
SDF,MCO,5/16/2016,40,5564
IND,MCO,5/18/2016,347,5564
BUF,MDW,5/20/2016,293,5564
CMH,BWI,5/22/2016,554,5564
PDX,OAK,5/3/2016,175,5564
SFO,SNA,5/25/2016,510,5564
DCA,ATL,5/12/2016,247,5564
ABQ,PHX,5/10/2016,311,5564
DEN,PHL,5/3/2016,494,5564
PDX,DEN,5/13/2016,273,5564
LAS,SAN,5/2/2016,190,5564
HOU,LAX,5/31/2016,106,5564
ORF,BWI,5/4/2016,448,5564
OAK,SEA,5/13/2016,441,5565
SLC,PHX,5/27/2016,284,5565
DEN,BWI,5/6/2016,589,5565
SMF,ONT,5/3/2016,382,5565
SNA,SMF,5/16/2016,473,5565
SJC,LAX,5/9/2016,58,5565
LAS,LAX,5/26/2016,162,5565
BWI,BNA,5/30/2016,50,5565
DAL,MAF,5/2/2016,2,5565
MDW,ORF,5/11/2016,484,5565
ATL,JAX,5/25/2016,504,5565
DCA,ATL,5/15/2016,407,5565
SAN,DEN,5/2/2016,484,5566
BUF,BWI,5/25/2016,89,5566
OAK,SNA,5/26/2016,250,5566
PVD,MCO,5/14/2016,419,5566
LGA,MDW,5/21/2016,241,5566
ONT,PHX,5/9/2016,210,5567
BUR,DEN,5/15/2016,341,5567
ATL,IAD,5/31/2016,218,5567
SMF,DAL,5/7/2016,287,5567
FLL,DEN,5/11/2016,155,5567
DEN,ONT,5/23/2016,149,5567
TPA,ROC,5/25/2016,323,5567
PHX,BUR,5/31/2016,268,5567
DAL,ECP,5/9/2016,55,5567
RNO,DEN,5/14/2016,632,5567
MSY,SAN,5/17/2016,152,5567
MDW,FLL,5/29/2016,171,5568
CMH,ATL,5/17/2016,84,5568
STL,DEN,5/10/2016,157,5568
SAN,SMF,5/31/2016,487,5568
ATL,IND,5/27/2016,35,5568
BWI,MKE,5/27/2016,127,5568
SMF,DEN,5/17/2016,22,5569
PHX,BOI,5/17/2016,74,5569
AUS,EWR,5/20/2016,378,5569
MSP,DEN,5/16/2016,530,5569
DCA,FLL,5/22/2016,301,5569
BWI,LAS,5/16/2016,539,5569
BWI,TPA,5/5/2016,557,5569
PDX,LAS,5/12/2016,392,5570
BUF,BWI,5/8/2016,132,5570
BNA,PNS,5/3/2016,368,5570
DCA,DAL,5/28/2016,293,5570
HOU,DAL,5/4/2016,2,5570
HOU,MCO,5/11/2016,214,5570
PHX,SFO,5/11/2016,194,5573
PUJ,BWI,5/25/2016,126,5573
CLT,MDW,5/26/2016,351,5573
MCO,BWI,5/23/2016,618,5573
LAX,SJC,5/15/2016,203,5573
SAT,BWI,5/30/2016,578,5575
SNA,DEN,5/15/2016,310,5575
BOS,MKE,5/6/2016,118,5575
BUR,SJC,5/9/2016,272,5575
DEN,STL,5/14/2016,105,5575
LAS,SLC,5/24/2016,440,5575
HOU,PHX,5/31/2016,329,5575
MCI,SAN,5/16/2016,550,5575
OAK,BOI,5/14/2016,319,5575
HOU,LAX,5/22/2016,173,5575
DEN,CMH,5/1/2016,446,5575
MDW,LAX,5/12/2016,168,5575
MCO,BHM,5/1/2016,459,5575
OAK,LAX,5/25/2016,167,5575
MCI,TPA,5/31/2016,401,5576
ABQ,SAN,5/31/2016,45,5576
DEN,SMF,5/9/2016,531,5576
MCI,PHX,5/14/2016,211,5576
DAL,DCA,5/27/2016,304,5576
TUS,DEN,5/25/2016,532,5576
DEN,STL,5/22/2016,94,5576
BWI,HOU,5/24/2016,25,5576
SMF,LAX,5/5/2016,333,5576
BNA,TPA,5/6/2016,490,5576
STL,DEN,5/9/2016,157,5576
CUN,BWI,5/3/2016,120,5576
LAS,PDX,5/17/2016,238,5576
BUF,MDW,5/28/2016,642,5577
MDW,CMH,5/17/2016,205,5577
LAS,ELP,5/4/2016,325,5577
DCA,TPA,5/8/2016,370,5577
PIT,ATL,5/15/2016,462,5577
LAX,SAT,5/4/2016,207,5577
BWI,ALB,5/10/2016,222,5577
DEN,SJC,5/20/2016,179,5579
MDW,LGA,5/16/2016,276,5580
BWI,PWM,5/10/2016,306,5581
PHX,EWR,5/7/2016,363,5581
GSP,ATL,5/23/2016,37,5581
SAN,LAS,5/1/2016,249,5581
MEX,SNA,5/18/2016,493,5581
BDL,BWI,5/15/2016,469,5581
SLC,PHX,5/21/2016,593,5582
SAT,ELP,5/8/2016,16,5582
STL,MDW,5/21/2016,460,5582
JAX,ATL,5/24/2016,403,5582
CMH,BOS,5/2/2016,339,5582
FLL,PVD,5/11/2016,355,5582
MCO,BWI,5/8/2016,567,5582
SAN,DAL,5/24/2016,635,5582
STL,BWI,5/13/2016,471,5582
LAS,STL,5/2/2016,188,5582
SAN,PHX,5/16/2016,209,5584
FLL,ATL,5/8/2016,116,5585
MCI,MDW,5/16/2016,113,5585
BWI,PIT,5/5/2016,141,5585
SAN,SFO,5/1/2016,17,5585
LAX,SAT,5/19/2016,209,5585
SMF,MDW,5/26/2016,298,5585
SAT,LAX,5/6/2016,397,5587
BWI,STL,5/16/2016,126,5587
BWI,SJO,5/27/2016,477,5587
ATL,LAS,5/22/2016,345,5587
SJC,PHX,5/27/2016,645,5587
LAS,ONT,5/23/2016,457,5587
PHX,ABQ,5/9/2016,12,5587
MDW,DAL,5/28/2016,393,5587
OAK,LAS,5/19/2016,93,5587
LAX,SJC,5/20/2016,296,5587
BWI,CUN,5/22/2016,123,5587
TPA,ISP,5/1/2016,298,5587
AUS,DAL,5/11/2016,8,5587
RSW,ATL,5/27/2016,97,5587
STL,EWR,5/27/2016,299,5587
PHX,DAL,5/16/2016,139,5587
ATL,SAT,5/26/2016,16,5590
CLE,DEN,5/10/2016,611,5590
BDL,LAS,5/2/2016,601,5590
SMF,PDX,5/15/2016,278,5590
PBI,ATL,5/20/2016,452,5590
OAK,LAX,5/17/2016,98,5590
STL,SAT,5/16/2016,37,5590
STL,LAX,5/25/2016,362,5590
BUR,SJC,5/6/2016,262,5590
SMF,SAN,5/31/2016,644,5590
OAK,ONT,5/30/2016,594,5590
LAX,DEN,5/17/2016,57,5590
AUS,DAL,5/5/2016,2,5591
ROC,BWI,5/25/2016,411,5592
OAK,SNA,5/5/2016,194,5592
DEN,BDL,5/20/2016,486,5592
PHX,DEN,5/1/2016,272,5592
LAX,SJC,5/27/2016,296,5592
SAT,DAL,5/13/2016,4,5592
LAS,CLE,5/16/2016,539,5592
DAL,MSY,5/30/2016,1,5592
CUN,DEN,5/20/2016,188,5592
BWI,PHX,5/27/2016,616,5592
DEN,TUL,5/15/2016,558,5592
PIT,BWI,5/9/2016,361,5592
PHL,DEN,5/13/2016,267,5592
LAS,SMF,5/13/2016,512,5593
LGA,MDW,5/1/2016,356,5593
DAL,MCO,5/17/2016,597,5593
OAK,PHX,5/24/2016,11,5593
SMF,LAS,5/9/2016,561,5593
MSY,HOU,5/10/2016,499,5594
SNA,OAK,5/3/2016,297,5594
LAS,GEG,5/13/2016,31,5594
TPA,BNA,5/15/2016,339,5594
PHX,OMA,5/14/2016,386,5594
DEN,SDF,5/29/2016,55,5594
TPA,IND,5/31/2016,23,5595
CLE,BNA,5/13/2016,122,5595
LAS,MDW,5/25/2016,559,5596
BNA,LAX,5/28/2016,219,5596
CLT,BWI,5/5/2016,350,5596
HOU,MSY,5/30/2016,453,5596
SAN,OAK,5/23/2016,497,5596
OKC,DAL,5/22/2016,7,5596
LAS,SAN,5/6/2016,428,5596
BNA,FLL,5/20/2016,537,5596
FLL,DEN,5/12/2016,155,5596
MCI,STL,5/2/2016,84,5596
RSW,BWI,5/27/2016,9,5596
MDW,MBJ,5/14/2016,239,5596
IND,LAX,5/4/2016,127,5598
LAS,BUR,5/1/2016,157,5598
DAL,HOU,5/12/2016,251,5598
PHL,DEN,5/15/2016,262,5598
PHX,STL,5/20/2016,256,5598
STL,MSP,5/12/2016,49,5598
LAS,BWI,5/6/2016,521,5598
MDW,LGA,5/17/2016,371,5598
SAT,BNA,5/17/2016,499,5598
ATL,STL,5/21/2016,35,5598
PIT,BNA,5/17/2016,459,5598
BWI,MCI,5/22/2016,384,5598
DEN,OMA,5/15/2016,519,5598
MDW,OAK,5/24/2016,637,5598
STL,DEN,5/27/2016,446,5598
IND,LAX,5/31/2016,128,5598
TPA,PVD,5/19/2016,181,5598
SNA,SJC,5/30/2016,266,5598
AUS,DEN,5/1/2016,625,5598
MDW,MHT,5/17/2016,561,5598
PDX,DEN,5/15/2016,455,5598
MDW,TPA,5/9/2016,485,5598
SJC,SAN,5/30/2016,515,5599
BNA,MDW,5/2/2016,496,5599
MDW,LGA,5/8/2016,378,5599
IAD,DEN,5/18/2016,532,5599
RDU,TPA,5/9/2016,309,5600
LAS,STL,5/4/2016,598,5600
SJC,SAN,5/19/2016,28,5600
DEN,DTW,5/24/2016,142,5600
MCO,MKE,5/8/2016,476,5600
MDW,FNT,5/20/2016,112,5600
BWI,DTW,5/3/2016,398,5600
BNA,FLL,5/12/2016,538,5600
STL,DTW,5/27/2016,442,5600
PHX,SAT,5/11/2016,405,5600
FLL,DAL,5/23/2016,304,5600
MDW,FNT,5/11/2016,244,5600
HOU,MBJ,5/22/2016,141,5600
IND,HOU,5/12/2016,35,5601
TUL,DEN,5/16/2016,528,5601
AUS,PHX,5/8/2016,77,5601
DEN,OKC,5/22/2016,113,5601
BWI,ATL,5/16/2016,350,5601
SMF,SAN,5/16/2016,152,5601
PIT,MCO,5/23/2016,464,5601
DCA,OMA,5/13/2016,473,5601
ATL,PBI,5/29/2016,256,5601
MDW,MCI,5/3/2016,278,5601
HOU,CRP,5/8/2016,117,5601
PUJ,BWI,5/21/2016,299,5601
PHL,STL,5/1/2016,246,5601
ROC,TPA,5/23/2016,307,5601
PHX,MDW,5/13/2016,331,5602
LAX,MSY,5/13/2016,481,5602
DCA,BNA,5/2/2016,367,5602
